# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.110762e-01   1.639585e-23   9.082613e-09   1.274476e-24   168
  3.123131e-01   1.937086e-23   0.000000e+00   1.979421e-24   48
  3.129297e-01   1.752354e-23   3.973643e-09   1.245958e-24   192
  3.141593e-01   3.910885e-23   0.000000e+00   1.347954e-23   3
  3.147723e-01   1.353535e-23   5.994218e-09   1.099688e-24   180
  3.153841e-01   8.909300e-24   0.000000e+00   7.913571e-25   84
  3.159947e-01   1.569850e-23   5.619580e-09   1.216858e-24   96
  3.166041e-01   1.803465e-23   0.000000e+00   1.918650e-24   84
  3.172124e-01   1.230770e-23   6.882552e-09   8.657842e-25   192
  3.178195e-01   1.747775e-23   0.000000e+00   1.737169e-24   72
  3.190302e-01   1.075625e-23   6.422377e-09   1.029256e-24   84
  3.196339e-01   2.173292e-23   0.000000e+00   2.595148e-24   84
  3.202364e-01   1.209490e-23   0.000000e+00   7.404997e-25   216
  3.208378e-01   1.127088e-23   0.000000e+00   1.651169e-24   48
  3.214381e-01   1.215991e-23   0.000000e+00   1.240603e-24   24
  3.220372e-01   1.133047e-23   0.000000e+00   7.970145e-25   240
  3.226352e-01   1.239290e-23   0.000000e+00   8.296471e-25   192
  3.238280e-01   1.888748e-23   0.000000e+00   3.154444e-24   36
  3.244227e-01   1.800217e-23   0.000000e+00   2.788695e-24   72
  3.250163e-01   1.256728e-23   0.000000e+00   1.297616e-24   132
  3.256089e-01   1.180509e-23   0.000000e+00   1.201222e-24   120
  3.262004e-01   1.071555e-23   0.000000e+00   1.089557e-24   72
  3.267908e-01   1.495402e-23   0.000000e+00   2.035971e-24   72
  3.273801e-01   1.189046e-23   1.015467e-08   8.438510e-25   168
  3.285556e-01   6.887788e-24   0.000000e+00   8.763338e-25   48
  3.291418e-01   1.182023e-23   6.477696e-09   9.001848e-25   204
  3.297269e-01   1.217421e-23   0.000000e+00   1.796827e-24   72
  3.303111e-01   1.109565e-23   0.000000e+00   1.248091e-24   72
  3.314762e-01   8.769810e-24   0.000000e+00   8.531308e-25   168
  3.320572e-01   8.167284e-24   3.746387e-09   6.151996e-25   144
  3.332162e-01   1.338961e-23   0.000000e+00   2.103992e-24   24
  3.337942e-01   6.392865e-24   3.973643e-09   6.659568e-25   96
  3.343712e-01   1.181265e-23   0.000000e+00   1.051585e-24   192
  3.349472e-01   6.991783e-24   0.000000e+00   1.037660e-24   72
  3.355222e-01   1.433854e-23   5.298191e-09   1.974753e-24   36
  3.360963e-01   9.678101e-24   7.865773e-09   9.028352e-25   168
  3.366693e-01   7.261923e-24   0.000000e+00   6.718405e-25   120
  3.378125e-01   1.077870e-23   6.882552e-09   1.125659e-24   96
  3.383827e-01   9.930939e-24   0.000000e+00   1.050770e-24   144
  3.389519e-01   7.411472e-24   0.000000e+00   1.047107e-24   48
  3.395201e-01   8.925693e-24   1.059638e-08   7.972535e-25   144
  3.400874e-01   5.944676e-24   0.000000e+00   9.325324e-25   56
  3.406537e-01   1.171149e-23   5.298191e-09   1.913634e-24   72
  3.412191e-01   5.572663e-24   3.973643e-09   6.080566e-25   96
  3.423471e-01   7.045363e-24   3.973643e-09   1.175526e-24   24
  3.429097e-01   8.050666e-24   0.000000e+00   6.658134e-25   156
  3.434714e-01   8.027823e-24   4.890638e-09   9.410713e-25   156
  3.440322e-01   8.833798e-24   3.973643e-09   1.379811e-24   48
  3.445920e-01   7.075667e-24   0.000000e+00   8.720806e-25   72
  3.451510e-01   9.481676e-24   0.000000e+00   1.202471e-24   72
  3.457090e-01   6.528883e-24   3.973643e-09   5.824059e-25   96
  3.468224e-01   7.196357e-24   0.000000e+00   8.536469e-25   48
  3.473778e-01   4.488416e-24   6.882552e-09   4.887305e-25   96
  3.479323e-01   6.514388e-24   9.990364e-09   5.406001e-25   216
  3.484859e-01   5.517665e-24   0.000000e+00   5.158075e-25   96
  3.495904e-01   7.582075e-24   0.000000e+00   7.016493e-25   96
  3.501414e-01   3.666258e-24   0.000000e+00   3.352198e-25   96
  3.512407e-01   1.227887e-23   0.000000e+00   2.848182e-24   12
  3.517891e-01   7.374761e-24   0.000000e+00   5.382977e-25   168
  3.523367e-01   5.449963e-24   0.000000e+00   5.011214e-25   96
  3.528833e-01   5.272544e-24   3.973643e-09   7.855696e-25   48
  3.534292e-01   6.564722e-24   6.488932e-09   7.478249e-25   72
  3.539742e-01   4.768771e-24   4.495664e-09   4.698562e-25   120
  3.545183e-01   5.292509e-24   7.947286e-09   3.956935e-25   192
  3.556041e-01   7.472147e-24   0.000000e+00   1.217114e-24   12
  3.561458e-01   5.555742e-24   0.000000e+00   4.557821e-25   168
  3.566867e-01   1.074953e-23   3.973643e-09   1.919283e-24   24
  3.572267e-01   4.080538e-24   0.000000e+00   5.843441e-25   72
  3.577659e-01   3.355697e-24   0.000000e+00   3.548675e-25   48
  3.583043e-01   3.815207e-24   5.619580e-09   2.952401e-25   96
  3.588419e-01   5.508941e-24   0.000000e+00   7.927886e-25   48
  3.599147e-01   8.715712e-24   5.619580e-09   1.448342e-24   24
  3.604498e-01   4.447974e-24   0.000000e+00   1.130953e-24   36
  3.609842e-01   5.621508e-24   7.078835e-09   4.887582e-25   132
  3.615178e-01   4.182316e-24   7.492773e-09   4.760027e-25   72
  3.620507e-01   8.206806e-24   0.000000e+00   1.871581e-24   24
  3.625827e-01   5.494096e-24   0.000000e+00   3.220588e-25   192
  3.631140e-01   3.776191e-24   0.000000e+00   2.892394e-25   144
  3.641741e-01   3.732808e-24   0.000000e+00   4.667412e-25   72
  3.647031e-01   4.781009e-24   0.000000e+00   6.080630e-25   72
  3.652313e-01   4.504116e-24   5.619580e-09   6.062945e-25   96
  3.657587e-01   4.998051e-24   0.000000e+00   6.703246e-25   72
  3.668112e-01   2.952645e-24   0.000000e+00   3.392310e-25   96
  3.673364e-01   3.593664e-24   0.000000e+00   3.659998e-25   144
  3.683844e-01   2.633854e-24   5.619580e-09   4.000291e-25   24
  3.689073e-01   4.172480e-24   0.000000e+00   6.586292e-25   96
  3.694295e-01   2.439606e-24   6.422377e-09   2.866688e-25   84
  3.699509e-01   4.024493e-24   0.000000e+00   3.826902e-25   96
  3.704716e-01   5.731613e-24   0.000000e+00   7.791471e-25   84
  3.709915e-01   6.554860e-24   3.973643e-09   1.167911e-24   24
  3.715108e-01   1.618697e-24   0.000000e+00   2.761923e-25   24
  3.725471e-01   3.237607e-24   0.000000e+00   4.077155e-25   72
  3.730641e-01   3.242247e-24   0.000000e+00   3.798630e-25   48
  3.736127e-01   4.036068e-24   1.248164e-04   4.276400e-25   128
  3.740961e-01   1.468881e-24   5.619580e-09   2.965632e-25   24
  3.751253e-01   2.864706e-24   5.298191e-09   2.228962e-25   144
  3.756388e-01   3.219981e-24   0.000000e+00   3.350592e-25   96
  3.771752e-01   3.130148e-24   0.000000e+00   3.193504e-25   144
  3.776859e-01   3.704236e-24   5.619580e-09   3.441711e-25   96
  3.781959e-01   1.983289e-24   7.947286e-09   2.551974e-25   96
  3.787053e-01   4.393386e-24   5.619580e-09   1.031853e-24   24
  3.792140e-01   5.625077e-24   0.000000e+00   5.672809e-25   72
  3.797219e-01   2.480354e-24   8.991328e-09   2.094528e-25   120
  3.807359e-01   2.883632e-24   5.619580e-09   4.752197e-25   48
  3.812418e-01   1.888787e-24   0.000000e+00   1.992333e-25   108
  3.817471e-01   3.808250e-24   0.000000e+00   4.825133e-25   72
  3.832590e-01   2.350991e-24   5.298191e-09   1.968040e-25   144
  3.837616e-01   2.134589e-24   5.619580e-09   2.690348e-25   48
  3.847649e-01   2.806824e-24   5.619580e-09   7.239611e-25   12
  3.855656e-01   2.584717e-24   2.449590e-04   1.945208e-25   120
  3.862650e-01   2.366743e-24   5.619580e-09   5.598480e-25   48
  3.867637e-01   8.580966e-25   5.619580e-09   1.320159e-25   24
  3.872618e-01   1.417942e-24   9.733398e-09   2.355236e-25   96
  3.877593e-01   1.517817e-24   0.000000e+00   1.400017e-25   96
  3.887523e-01   3.098701e-24   7.492773e-09   3.894111e-25   36
  3.892478e-01   2.324940e-24   0.000000e+00   2.802936e-25   48
  3.897427e-01   1.809811e-24   0.000000e+00   1.732022e-25   120
  3.902370e-01   2.362870e-24   0.000000e+00   2.386049e-25   96
  3.907307e-01   1.857090e-24   0.000000e+00   2.587656e-25   48
  3.917161e-01   2.061450e-24   0.000000e+00   2.152488e-25   96
  3.931451e-01   2.939779e-24   1.410282e-04   2.692643e-25   132
  3.936796e-01   2.074803e-24   0.000000e+00   2.749405e-25   48
  3.941690e-01   2.997401e-24   0.000000e+00   3.453273e-25   48
  3.946577e-01   1.380216e-24   0.000000e+00   1.436784e-25   72
  3.951458e-01   2.526929e-24   0.000000e+00   2.913428e-25   72
  3.956334e-01   1.377546e-24   5.619580e-09   2.366861e-25   48
  3.966066e-01   2.671649e-24   0.000000e+00   5.046711e-25   24
  3.970924e-01   2.578103e-24   5.619580e-09   4.800327e-25   48
  3.975775e-01   2.269420e-24   9.733398e-09   2.033947e-25   96
  3.980621e-01   7.797039e-25   0.000000e+00   2.325621e-25   24
  3.990294e-01   1.341492e-24   0.000000e+00   1.628079e-25   72
  3.995122e-01   1.191761e-24   0.000000e+00   1.346646e-25   48
  4.004761e-01   2.920473e-24   5.619580e-09   7.562913e-25   24
  4.009571e-01   1.534781e-24   0.000000e+00   1.720721e-25   72
  4.014376e-01   1.487851e-24   0.000000e+00   1.638269e-25   60
  4.019175e-01   1.239871e-24   5.298191e-09   1.401562e-25   72
  4.023968e-01   1.904706e-24   0.000000e+00   2.814063e-25   24
  4.028756e-01   1.320523e-24   0.000000e+00   2.591743e-25   72
  4.033538e-01   2.378363e-24   9.733398e-09   3.328134e-25   48
  4.047849e-01   1.735134e-24   7.064254e-09   1.416413e-25   108
  4.052609e-01   2.617469e-24   0.000000e+00   5.312875e-25   48
  4.057363e-01   9.508694e-25   5.619580e-09   1.002631e-25   48
  4.062111e-01   9.265679e-25   0.000000e+00   1.681014e-25   24
  4.066854e-01   1.371753e-24   7.492773e-09   2.244353e-25   72
  4.071591e-01   1.598127e-24   0.000000e+00   2.191892e-25   96
